,SPY,TLT,GLD,regime
2016-01-28,0.24999999982381188,0.38596024020588676,0.3640397599703016,Crisis
2016-01-29,0.24999999986404223,0.3859602233544269,0.3640397767815308,Crisis
2016-02-01,0.2499999993125007,0.385960145723999,0.36403985496350055,Crisis
2016-02-02,0.249999999032699,0.3859600682382919,0.36403993272900925,Crisis
2016-02-03,0.24999999838446546,0.38595990298747784,0.36404009862805675,Crisis
2016-02-04,0.24999999939886733,0.38595987013578986,0.364040130465343,Crisis
2016-02-05,0.2499999996009837,0.38595985069843725,0.36404014970057946,Crisis
2016-02-08,0.24999999967883674,0.38595983676349255,0.3640401635576705,Crisis
2016-02-09,0.2499999984039045,0.38595970221043463,0.3640402993856611,Crisis
2016-02-10,0.2499999984173907,0.3859595689154434,0.364040432667166,Crisis
2016-02-11,0.24999999842724158,0.38595943632329016,0.36404056524946826,Crisis
2016-02-12,0.2499999999116977,0.38595943178806025,0.3640405683002422,Crisis
2016-02-16,0.24999999992828825,0.3859594273396675,0.36404057273204476,Crisis
2016-02-17,0.24999999889353258,0.38595943912165465,0.3640405619848129,Crisis
2016-02-18,0.24999999852153648,0.3859594836592769,0.3640405178191869,Crisis
2016-02-19,0.3499999940278627,0.4000000026737302,0.25000000329837074,Bull
2016-02-22,0.3499999995175938,0.40000000024174664,0.25000000024065966,Bull
2016-02-23,0.34999999981204527,0.4000000000975075,0.2500000000903458,Bull
2016-02-24,0.34999999962916,0.4000000001850994,0.2500000001857261,Bull
2016-02-25,0.34999999772329365,0.40000000133060076,0.25000000094607744,Bull
2016-02-26,0.3499999909149737,0.4000000045319297,0.2500000045530967,Bull
2016-02-29,0.34999999956953304,0.4000000002153258,0.25000000021514074,Bull
2016-03-01,0.34999999748630534,0.40000000126101515,0.25000000125265176,Bull
2016-03-02,0.34999999967160567,0.40000000015740445,0.25000000017098967,Bull
2016-03-03,0.3499999997201722,0.400000000132246,0.2500000001475064,Bull
2016-03-04,0.34999999967994877,0.4000000001632751,0.25000000015672624,Bull
2016-03-07,0.3499999995059201,0.4000000002514711,0.2500000002425687,Bull
2016-03-08,0.3499999995517492,0.4000000002212013,0.25000000022701857,Bull
2016-03-09,0.34999999940966264,0.40000000029593746,0.25000000029437724,Bull
2016-03-10,0.3499999997243453,0.40000000012850834,0.25000000014706814,Bull
2016-03-11,0.34999999961076533,0.40000000013140535,0.25000000025781616,Bull
2016-03-14,0.3499999997329413,0.40000000003232394,0.2500000002347065,Bull
2016-03-15,0.34999999984949065,0.4000000000574181,0.2500000000930132,Bull
2016-03-16,0.3499999998559485,0.4000000000573502,0.2500000000866532,Bull
2016-03-17,0.35000000002180115,0.39999999981148854,0.2500000001666994,Bull
2016-03-18,0.35000000050300056,0.3999999994602342,0.2500000000367842,Bull
2016-03-21,0.35000004460727996,0.3999999523149992,0.2500000030777209,Bull
2016-03-22,0.3500000094990081,0.39999998843142676,0.250000002069565,Bull
2016-03-23,0.350000014066113,0.3999999844453539,0.2500000014885333,Bull
2016-03-24,0.3499999999836391,0.3999999998832023,0.25000000013316287,Bull
2016-03-28,0.3500000548733796,0.39999994673949957,0.2499999983871525,Bull
2016-03-29,0.37131693356049683,0.3999999988474379,0.22868306759206528,Bull
2016-03-30,0.34999999976873597,0.400000000145984,0.25000000008528,Bull
